,review,starts
2927,"??? ??????, ??????? ? ??????? ?? ?????? ??????, ???????? 2 ???! ?????? ????? ???? ?????? ????, ????? ????????????? ???? ???????, ??????? ?????????? ? ????, ????? ??????? ??????, ?????? ?????). ????? ???????? ""????-????????"", ?????? ?????? ?? ????. ?????: ???????? ??????, ??????, ?????????, ????????????????, ????????... ???? ???????, 100% ?????????? ????????. ???????????: ??????, ???????? ??????, ??????????, ????????, ??????? ???????, ???? ??????? ??????????: ?? ???? ????, ??????????? ?? ?????????, ????? ??????? ?????????? ? ??????????, ? ?????...",5
2928,"??????? ??????? ?? ????????, ??????? ????? ??????????! ???????????: ???????? ?????? ????????? ?????? ??????????: -",5
2929,? ???? ???????? ?????? ??? ?? huawei nova plus.,5
2930,"? ?????? ????????? ????? ?????? ????????. vr ??????????/????? ? 360 ?? ??????? ?????????? ?.?. ??????????? ????????? ?????????. ?????? ???????????? ???????? ??? ""?????????"". ? ????????? ??? ??????. ???????????: ??? ????? ????????? ??????????: ????????",5
2931,"???????? ???????? ?? ???? ?????? ???????? ? ?????? ???????? ? ????????? ???????? ? ??????? ??????????? ????????. ???????? ????? ???????, ??? ?????????? ??? ?? ??????? ????? ????????. ??????????? ????? ??? android 7 ? ????? ??????? ?????????. ??????? ??????? ?? 1,5 ???? ???????????: ??? ??????????: ???? ?? ?????????",5
2932,"??????? ???????! ???????????: ????????, ?????? ??????, ?????? ?????? ??????????: ???? ??????????? ???'???",5
2933,"????? ?? ????? , ??????.?????? ????? ????????? ? ????? ??????, ?? ????? ???????? ??? ????? ?????? ? ???????? ???????, ??????? ????????? ????? ?????? ? ?? ??????? .????? ??????? ??????? ????? ? ?????? ?? 6000 ?????.????? ????????? ??????? ? ???????? ???????, ??? ?? ??? ??? ??? ???????? ? ???? ?????????) ???????????: ?????, ??????, ???????, ??????, ?? ????? ???) ??????????: ???? ?????? ??????????, ?? ??? ?????????. ?? ????? ??????,?? ?????? ?????,?????? ???? ???? ??????)",5
2934,"??????? ??? ???? ??????? ??? ? ? ????????? ?? ??? 100 ?????????, ???????, ?????? ?????,?????? ???????? ???????????: ??? ??????????: ?? ?????",5
2935,"????? ??????????. ????? ???????, ??????? ???????? ? ?????? ??????. ??????? ????????? ?????? ? ???????? ? ???????? ????????????. ?????? ?????? ???????? ???? ? ?????????? ?????????????? ? ??????? ????????????. ???????????: ??????, ??????, ?????????????????? ??????????: ?? ?????",5
2936,"????? ?????? ????? ??????? ? ???????? ???????, ?????? ?? ????? ????? ?? ???????? ???? ? ???????? ???????, ??? ????? ?? ???? ????????? ???. ? ??????? ???? ???????, ?? ? ??? ?????? ?????? ??? ???? ?????? ????? ??????, ???? ???????? ??????? ???????? ? ???????.",5
2937,"??????? ??????????? ??????, ????? ??????? ??????????????????. ?????? ???????? ??????????, ??? ??????????? ?????????????. ???????????: ???????? ??????, ???? ??????????: ?? ????????",5
2938,"??????? ???????? 2.5? ???? ? ?????? ? ????? ??????? ? ???? ?????? ?????? ??????, ?? ??????? ??????? ???????? ?? ??????? ?????? ???????, ????? ???? ??????????? ????????? ?????? ?????? ?????? ????. ????? ??????? ?????? ?? 10 ? 10.",5
2939,"?????? ????????! ????? ?? ??? ?????? ?? ??????????. ?????? ?????? ???????????? , ??????????? ????? ????????? ???????? ??????????. ??????? ??? ???????? ???????? ????????????? ??? ??????? ?????? ??? ??????? .? ???? ????? ??? ?????? ! ?? ????? ??? ?????? ??????? ? ???? ?? ????????, ?????? ???? ?????? ?? ?????? .??,??? ??? ?????????, ?? ?????? ??????? ???????, ??? ?? ?????????? ????? ????????? ????? ???? ???? ????????.???????? ????? ,??????? ????? ???????. ???????????: ??????? ???, ???????,??????,?????????????????? ,????? ??????????: ???? ???",5
2940,"???????? ????? ??? ???, ??? ?? ?????????? ??? ?? ????????? ??????? ? ???. ??????? ?????? ????? ?????, ??????? ?? ???? ??????? ????. ? ???? ??, ?????? ????????. ???????????: ???????????? ??????? ??????????: ???",5
2941,"?? ????? ???? ????? ?????????? ?? ???????? ???????, ? ???? ??? ????? ??? ?? ??????. ?? ????? ????????? ???? ??????? ???, ?????????????? ? ??? ????? ??????? - ????! ??? ???????, ??? ?????? ????? ?????. ???????????: ???????? ?????? ??????????: ???",5
2942,"???????? ????????. ???????? ??? ??? ????????!! ???????????: ??????, ?????, ??????????????????, 7 ???????. ??????????: ????",5
2943,???????? ???????. ?????? ?????. ? ??? ????? ??????????? ?????????? ?? sd?,5
2944,??????? ???????. ????????? 7 ???????. ???????????: 7 ???????. ????? ? ?????????. ??????????: ???? ?? ?????????.,5
2945,??????? ?????????? ?????? nfc (near field communication) ??????????? ? ???? ???????,5
2946,??????? ???? ???????? ???????,5
2947,? ????????? ???? ???????? ???????,5
2948,?????????? ???????????: ?????? ???????. ??????????: ?????,5
2949,"?????????? ?? ?????? 5,2"" ??????? ?? ???????? ??????? (?? ???????? ?????? ????????), ????? ????? ? ???? ? ??? ?? ????? ????????????? ?????? ?????. ??? ??????? ????????? ??? ??????? ?????????? ????????? ????????, ?? ?? 20 ?? ????????? ??? ?????????? (????????, ??????? ????????, ???, ?????????, ????, ?????, ?????? ...) ?? ?????????? ??? ????????, ?? ???? ? ???? ?? ??????? meizu m3s. ?????, ?? ???????? ??????? - ?????? ???????????? ?? ?????????? ??????? ????????. ????? ?????? fm-?????, ????? ? ????? ?? ????. ???????? ?? ?????? ???????? ????? ? ??????. ??????? ?????? ?????? ?????? ?????? ????, ? ?? ?????????? ???? ?? ???? ???????????. ?? ???? ???????? 2? ???? ???-????? ?????? ?????????, ?? ????? ?????????, ?? ??? 16 ?? ???? ???????? ?????????? ???????? sd-?????, ? ?????? ? ??????? ? 2? ???. ??????? ?? ?? ???? ??????????, ??? ?? 2 ??? ???? ????????. + ? ????????? ??????? ??? huawei 13000 mah, ??? ?? ???????????? ????????? ?? ??????? :). 3?? ??? ?????? ????????.? ?????? ? ??????? ?????? ???????. #????????????? ???????????: ??????, ?????, ?????? ????????? ???????, ??????, ??????? 7, 3?? ??? ??????????: ?????????? ???????, ??????????? ??????????? ????????, ????????? ???? 2 ???-?????, 16 ??",5
2950,"?????? ??????? ?? ??????????. ???????? ?????? ???????? ? ????? ? ?????????? ??????. ????????? ? ????????? ????. ?? ?????????: ???????? ??????? ????????, ?? ???? ???????? ????? - ??????????? ?????, ???? ?? ????? ????????????, ?? ?????? ????? ??????. ? ?????? ????????? ???? ??????, ? ???? ????? ??????? ? ???????? ????? ?????? ? ?????????. ??????? ?????? ??????, ?????? ???? ???? ??? ? 2015 ???? ??????. ? ????? ??????? 5! #????????????? ???????????: ???????, ??????. ??????????: ????? ?????? ?? ???? ??????.",5
2951,"??????? ????? ???? ????????, ??????? ???????,,??????? ?? 3? ? 2?,??????? ????,,???? ? ???????? ???????????: ?????? ????????, ???????, ????? ????? ?????, ?????? ??????? ????????????? ??????????: ?? ?????",5
2952,"??????????, ? ??????? ?? ???????????? ??? ?????? ?????????, ?????? ???, ? ?????? ?? ????????? ??? ????????? p9 lite, ??? ??? ?????? ?????????",5
2953,"???????? ??? ?????,??? ???????,????? ??????,?????? ?????!!! ??????????: ????",5
2954,"?????? ????? ???? ??????? ???????????: ??????, ??????? ??????????: ?????????",5
2955,otg ????? ???????????: . ??????????: .,5
2956,"??????? ??????? ?????!!! ?? ???????? ? ???,???? ?? ????? ? ???? ?? ???????? ????????? ??????????,? ????? ??? ??? ????????? ?????,? ????? ?? ???????? ??!!?????????? ??? ? ???? ????? ?????????? ??????)) ???????????: ???? ????????!!! ??????????: ??? ?? ???? ??????????? ((",5
2957,"??????? ????? ????? ????? ??????????, ???? ???? white. ?? ????????? ? ???? xiaomi redmi note 3 pro ?????????? ???????? ?? ???? ??????????, ?????? ???-?? ?????????? ?????? (? ???? 2 gb), ????? ????????? ???? ???? ???????? 1.73 gb (? ???? ????? 800 mb), ?????? ? p8,??? ?? ???,????? ?? ???? ?????, ?? ? ????? ????? ? ????????? ?????? ??? full hd, ????? ????? ?????! ????? ?????? ????? ? ????, ??????, ?????? ???????????? 2.5d ? ????? ??????!????? ? ?????? ???????????. ? ???????? ???????? ????? - ?????? ?????, miui ????? ?? ?????, ??? ????????? ?? ???????, ?????? ?? i os, ???, ??????, ????? ??????? ?? 6? iphone!? antutu 57? ??????, 16 gb ????. ????? ?????????? ??????????? ????????, ???? ??? ????????? ?????? ???????? ????????! ???????? ?????? ?? ??????, ???? ??? ?????? ??? meizu ??? xiaomi, ???? ?????? ????? ???????????? ? ??????! ?????????? ????? ?????, ?????? ???? ???? black ???????????: ??????, ?????, ????????, ?????????????????? (?? ???????) ??????????: ?????? ?? ?????",5
2958,"??????? ?????. ??? ?????????. ???????????: ??????, ?????, ??????? ????????. ??????????: ??????? ??????(??? ???? ?? ???????), ?? ??? ??????????? ???????????.",5
2959,"????? ????????? ??????????. ??????? ?????? ?????? ?????? ???????. ??? ?? ?? ??????? ?? ?? ????, ?? ? ?????????? ??????????. ???? ????? ???? ?? ????????? ????????, ?????????. ???????????: ?????? ? ????????? ????????? ??????? ??????????: ?? ??????? ????????? ???????? ? ???????? ?? sd ??????",4
2960,???????? ???????. ??????? ??? ?? ???? ?? 4000 ?????????? ? ?????? ??? ????? ???? ??. ??? ?????? ???? - ????????? ??? - ????? ?????????. ???????????: ????? ??????? ??????????: ??????? ???????? ?? 4000 ??????????,4
2961,"????????? 2 ?????? ???? ?????????? ?? ????? ?? ???? ???? ??????? ?? ???? ? ????????? ?????? ??????, ????????? cx300, ???? ????? ???, ?????? ?2 , ?????????? ?? ???????? ?????????????? ???? ???????????: ??????, ??????, ?????????????????? ??????????: ???? ? ?????????, ????? ? ??????????? ??? ?????? huawei",4
2962,"??? ????? ?? 10 ?? 12 ?????? ??? ?? ?????????? ?????? ?????? ???????????: ??????? ?????? ?????????(??????)????????? ???? ?????????? ??????????: ?? ?????, ??? ????????? ??????(?????? ????? ??? ???? ?? ??? ???) ?????? ?????? ??? ?? ?? ?????, ???? ?????????.",4
2963,"?????? ??????? ???? ??????? ?? ?????? nokia lumia 730. ??????? ????? ????? ? ??????, ?????? ????????? ??? ??? ??? ???? ?-????? ? 3-? ?? ???????? ? ????. ???????? ???????????, ???? ????? ???? ????????? ??? ?? ?????????... ????? ????? ???? ?????, ??????????, ??????? ???????? ?? ?????, ?? ? ?? ? ?? hd ?????????? ?? ???????( ? ?????????? ????? ??????? ?????????? ??? ???????? ???????, ?? ? ????? ?? ??????? ???????, ???????? ?? ??????????, ???????? ??????? ????????? ??? ????????? ????????, ????? ). ??????????, ???, ?????????? ?????? ??? ?????? ??????, ? ??????? ???? ?? ?????, ?? ? ?????? ????? ??? ?????, ????????? ?????????????????? ???????, ?? ? ? ???????????? ?????? ??? ????? ??????, ?????? ???????? ??????? ????? ???? ?????? htc ?? ???????? 4.2. ???????????? ??????? ?? 1 ????, ?? ? ?????????? ??, ??? ?? ???, ???????? ??????. ???????????? ????? ??? ??????, ?????? ????????, ?? ????????? ? ?????? ???????? ?? ??? ?? ? ?????, ?? ? ?????? ??????? ?? 12?? ?????? ? ??????? 4:3, 16:9 ??? ??? 9?? ? ????.? ??????? ??? ????? ? ??????, ?????? ?? ??????, ?? ????????? ????????? ????? ?????????, ?? 2.5d ??? ????. ????? ?? ????????, ????????, ? ???? ???? ?????? ?? ??????, ??? ?? ???? ?????? ????????. ???????????: ???, ????? ?????? ??????????: ??????",4
2964,"????? ??????? ????. ? ????? ????????? ??????? ?? ???? ??????, ??????????? ????????? ???????? ?? ??????????? ??????????. ?? ????? ????????? ??????????? ????????? ????????. ?????? ?????????, ??????????? ???? ??????????? lg ? samsung ???????? ?????????? ????????? ? ?? ????????????????. ???? lg g3 ??????? ?????? ??? ????????? ?????? ???????? ?????. ????? ?? ?????, ?????? ?????? ?? ?????????? ?? ???????? ?????????? ?????? ? ???????? ?????. ?????? ???????? ?????????? ?????? ""??? ?????????"" ?? ???? ????????, ??? ??? ???????.?? ???? ????????? ??????? ????????????? ?????? ????????? ?????? ??????? ? ??????? ???????????: ????/???????? ??????????: ?????????????? ?? ????????? ?????? ???????. ??????",4
2965,??? ????? ???? ? ????? ?,4
2966,?? ??????????????? ?????? ? ???? ?? ???????-??? ????? ??? ?????- ? ?????? ??????????-? ??? ???????? ???! ??? ??????? ???????? ???- ?????? ? ????- ? ??? ????? ?? ??????? ?????????? ?????? ????????? ?? ??????? ??????! ???? ?????? ? ??????????????- ????? ? ?????? ???? ????????? ??????!!!,4
2967,nice device for everyday using.,4
2968,"??-?? ?????? ???????? ???????? ???????????? ???? ??? ???? ??????, ??????? (p9 light) ??????? ???????, ???? ?????? ???? 2 ??. ????? ?????? ?????? ????????? ???.????? ????? ????? ?????????, ??? ????? ??????... ???? ???????? ?? ????, ?? ????? ??? ???????? ?????? ????? ?????... ??? ????? ?? ?? ????????? ???????, ??????? ??????????! ? ????????? ???????? ???. ?? ???? ?????? ???????? ??????, ?????? ??-?? ????????... ? ??????? p9 light ??? ????????, ??? ??????? ?? ???????????? ? ??????? ??? ???????? ?????????? ????? ?? ????????. ? ????, ??????????? ?????, ???????? ?????, ?? ? ?? ????? ???-?? ) ???????????: ????????, ?????? ??????????, ??????, ?????? ????????, ??????. ??????????: ????????? ?????, ??? ??????? ?? ?????, ??????????? ?? ???? ?????? )",4
2969,"???????????, ?????? ????? ??????? ????? ?????, ? ?????? ??? ??????? ?? ???, ?? ?????? ????? ?????? ???????, ???????? ??? ??-?? ???????? ?????????? ???????? ???????, ?? ???? ???? ??????? 2 ??? ????? ??????. ?? ??????? ?????????? vpn, ??????? ????? ???? ? ????? ???????????: ??????, ??????, ??????????????????",4
2970,? ????? ??????? ???????? ?? ??-????? ?????? ??????? ???????????: ?? ?????? ? ????? ??????????: ?? ?? ????? ?????? ???????? ???????,4
2971,"?? ????? ???? ???????? ??????, ?????? ???? ????????? ????? ??????, ?? ?????? ?? ???????????? ????? ????????, ????? ??, ???? ????? 2 ???? ??????? ?? ??????? ????, ??? ?? ??????? ?????????? ?? ???? ??????? ??? ????? 2 ????, ?? ??? ???? ?? ??????? ??? ???????????: ??????? ????? ??? ?????????? ??",4
2972,"????????? ???? ????????, ????????? ??? ???, ?? ???? ???? ??... ????? ????? ????????? ??? ??? ????? ??? ???? ??? ????? ? ??????, ???? ??? ???????????? ??????????, ? ??? ??? ???????????? ?????????? ? ???? ? ?????? ???????? ?? ?????? ???? ??? ?????? ???? ??????????? ?? ???????????? ???????????: ????????, ??????, ????, ????????, ??????????: ??? ??? ????? ??? ???? ??? ????? ? ??????, ????? ?????",4
2973,"? ??????, ??????????????? ?? ?????????? ???????????. ????? ???????????: ?????? ??????????????(????? ??????? ??? ??????????, ? ???????? ????? ????? ??? ??????????? ?????????). ???????? ?????? ????????, ????? ??????, ????? ???????? (?? ????? ????????, ??? ? ????? ?????????, ?? ?? ???? ?? ????????). ? ?? ???????? ???????? ???????? ??????, ?????? ???????????. ????? ???????? ?????????? ?????, ????????? ?? ????? full hd, ?????????? ?????? ?????????? ??????. ??????????: ? ????????? ???? ??????? ????, ??? ????????? ?????? ???????? ??? ????????? (??? ???????? ?????????? ?? ???????, ??????????? ?????????? ????? ?????? ?? ????? ????????) ????? ????",4
2974,"??? ???????,?? ???????????? ???????? ?? 30 ???????? ?????? ????? ??? ?? ??? ?????????? ???????????: ??? ????? ??????????: ???????????? ??????.",4
2975,"? ????? ??????? ???????, ??????? ? ??????? ????????? ?? 13 000 ??? ???? ??????. ???? ??? ??-?? ?????. ??? ??? ????? ????????. ???????, ?? ???????, ?? ?? ????????? ??? ?????????, ?5, ??????? ??????? ??????. ? ???????? ??????? ? ?????. ???????????: ??????? ??????, ?????? ????-???? ??????????, ????? ??????, ???????? ??????, ??????? ???????(?? ????? ?? ??????), ???????? ?????! ??????????: ?????????? ??????????? ????????, ?????? ??????? ??????????, ??? ??? ???????? ??? ??? ??????? ?? ???????? ?????? ? ????? ? ??????, ?????? ??????, ?????? ??????????? ???????? ?? ?????? ????? ??????????, ??? ?? ?????? ?????????? ?? ?????, gps ??????? ? ???? ??????, ?? ? ?????? ?? ?????? ?????.",4
2976,"???????? ????????! ?????? ?????? ????????, ?????? ?????????? ?????? ?? ???? ?????????? ??????????? ????????! ???????? ?????????????????? ? ?????????, ????? ??????????? ???, ?? ???? ??????! ???????? ?? ???????? ??????????????? ???? ??? ???-???? ? ????? ??????. ?????? wi-fi ? ????????? ?????????????. ???????????? ?? ??????? ??????, ?? ? ???????? ??????. ???????????: ??????, ?????, ??????????????????, ?????? ??????????: ??????????????? ????, ?????????? ??????????? ????????.",4
2977,"?????? ??????? ???????? ?? ???? ?????????, ??? 2017-?? ???? ?? ?????. ???????????: +???????(????????, ??????? ????????? ?? ??????, ???????? ????? ? ??????????).+??????.+?????????.+??????????? ??????. ??????????: -???????? ??????(???? ??????????? ????????, ????? ?????? ????????? ?????? ???????).-?????????(??????????? ??????? ??? ????? ???? ?? ??????????? ?????????? ???????, ??? ??? ???? ????????? ????, ?? ????? ?? ??????????).",4
2978,"??????? ???????, ????? ????? ?????, ??????? ? ??? ???????? ??????, ???? ?? ????????? ?????????? ?? ??????????????. ??????????? ?????? ?????? ?????. ?????? ?????? ???????.??????? ??????? ?? ??????? ????????. ???????????: ??????? ??????, ?????? ??????? ? ????, ???????? ????? ???????????. ??????????: ?? ??????? ???, ???? ??????.",4
2979,"????? ?????? ??????????? ? ????????? ??????? ? ???? ????????? ? ?????? ?????????.? ????????? ?? ???????? ?????, ?????????? ?? ??????? ?????. ?? ???? ????? ???? ?????? ??? ????????, ?????? ?????????? ?? ??? ????. ? ??? ????? ???? ??????? ???????????: ???? ??????????: ?????",4
2980,"??????? ? ???? ?????? ???????? ?????????? ????-???. ???????????: ??????, ?????, ???????7 ????? ??????????: ????? ?????? ???????",4
2981,"??????? ??? ?????? ? ???????? ???????????? ??????????. ??? ??????, ??????? ????? ?????? ????. ???????? ???????. ??? ???? ??? ???? ???????????? ???? ?????????, ?? ??????? ????????? ??? 2 ????????, ??? 1 ????? ? ??????? ???'???. ?????? ???????????? ? ???? ?? ???? ?????, ???? ? ???? ?????????????? ?????? ???????. ? ???????? ?????????? ?????? 16 ?? ???'???. ??? ?????? 12 ?? ? ?????? ????? ?? ??????? ??????. ?????????? ????? 2-3 ??? ?????????? ???? ?? ?????, ? ?? ???? ????????. ??????????: ??????? ??????? ??? ???????????? ?????? ???'??? ????????? ???????? ?? ???? ?????.",4
2982,"????? ?????? ?????.??? ????????? ?????? ? ????????? ??????????? ????? ????????? ???????? ???????????: ??????, 3 ?? ??? ??????????: ?? ?????? ????????? ?????????? ?????????? ????????",2
2983,"???? ??????? ??? ??????? ?????? ? ??????? ???????? ??????,?? ??? ???? ??? ????? ???????????? ?? ???-??? ???????? ??????????????? ??????? ? ????? ?????? ????? ??????(( ???????????: ?????? ,???? ???????? ??????????: ????? 2 ????? ???????????? ????? ??????? ???-???.",2
2984,"?????? ?????? ??????? ??? ????????, ??????? ??????? ?? ??? 2 ???. ???????? ?????? ?? ??? ??????, ?? ??? ????????? ???? ?? ?????, ???????? ????? ????????. ??????? 7 ????? ???????, ?????????? ??????????????? ?????????? ??????.  ?????? ???-?? ???? ??????? ?????? 10 ????? ??? ?????? ???????. ????? ?????? ???????????. ??? ??????????? ?????????? ????????? ? ??????? ?? ????. ??? ??? ??????????, ????? ?? ????????? ???????, ? ?? ???? ???????????: ??????? 7, ??????? ??????? ??????????: ??????? ??????",2
2985,"??????????? ?????????. ???????????: ?? ??????, 3g, ??????? ????????. ??????????: ??????, ????????, ???????? ?????? ??????.",1
2986,"????????? 3 ??????. ??????? ????????, ???? ??????? ????? ???????. ???????? - ?????. ?? ??????? ???????, ???? ?????? ???-??. ?? ???? ????????, ??????? ???? ?????? ? ??????? ??????, ??????????. ???? (???????) ?????? ??????, ???? ??????? ?????????? ??? ????? ?????????, ??????? ??????? ??? ?? ??? ??? ???????????? ??????????,??? ? ??? ??????. ???????????: ??????? ???, ????????, 2 ???. ??????????: ????, ???????",5
2987,"??? ???????? ????? ???. ?????? ? ?????? ? ????? ?? ?????????????. ??????, ?????? ? ?????? ????????? ???, ??? ??????, ??? ? ????? ???????? ?? ??? ????? ????. ????? ???????. ????????? ? ????? ???? ???. ????? ?????, ??????. ???? ? ?????? ?????????, ????? ?????? ? ??????, ?? ?? ????? ????. ????? ???????? ???? ? ???????.???? ?? ????? 101 ??????, ??? ??? ????? ????????????? ??????, ?? 215 ? ?? ???????????? ??????? ? ?? ?? ???? ??????? - ?????????? ??????????? ??? ??. ?????? ????? ??????. ??? ???????, ????? ??? ?? ??, ?? ???? ??????? ?? ???? ???????? ? ????? ????? ?? ?????. ???????????: ??????? ???????, ??????, ??????? ?????????? ???????????, ????, ?????, ???????, ????? ?????????? ??????, ??????? ????????? ?? ???? ??????????: ??? ?????? ??????? ?? ???? ???, ??????? ????????, ??? ?????? ? ????? ??? ????? ??????, ???? ????? ? ??? ???",5
2988,"#?????????????????? ??????? ?????? ????????? ??????????? ?????????? ???????? ?????????. ? ????? ? ?????? ??????????, ????????? ???????, ?????? ???? ?????????, ? ????? ????????? 2? ??? ???? ? ????????. ???????????: ????????? ? ???????????????????????? ???? ??????????: ??????",5
2989,"?????? ????????? ???????? ? ??????? ????????, ????? ????????? ????????? ?? ???? ?????. ?????? ????????? ???? ??????? ??????, ?????? ??????? ? ????????????. ???? ???????, ????? ????????, ?????? ?????? ?? ?????? ???????????, ?? ? ????))) ????? ????????? ? ?????? ???. ?? ?????????? ? ?9 ? ???? ????????, ?????? ?? ?????????. ? ????? ??????? ????????? ???? ??????? ""???????"". ???????????: ????, ?????? ?????? ?????, ??? ????? ??????????: ????????, ???????",5
2990,"???????,??????? ???????.???? ????????.",5
2991,"????????????, ??????? nokia 105 ??, ??? ????! ??????? ??? ?????? ? ?????!",5
2992,"???????? ? ???????? ????????? ???????. ??? ?? ???, ??? ?? ????? ???????? ??????????. ? ????? ???????? ?? ???????) ???????????: ????? ? ??????",5
2993,"#???????????????????? ?????? ??????? ???????? ???? ? ????????? ???????? ????? ???????????: ????????? ??????, ???? ?????????? ?? ???????? ??????????? ????????, ?????????? ??????? qqvga. #??????????????? ???????????: ????, ?????? ??????????: ?? ????????",5
2994,"#???????????????????? ""????????"", ????? ?????????? ???? ?? ????? ? ????????? ?????????? ????????. ?????????? ????????? ????? ?????????, ???????? ?? ????? ???? ?? ????. ? ????? ?????? ???????.#????????????? ???????????: ????/???????? ??????????: ?? ????????",5
2995,"????? ??? ??????? ???????, ??? ?????????? ?????????. ???????????: ????????? ??????, ?????? ???????? ???????",5
2996,????? ?? ? ??????? ? ????????? ??????,5
2997,"????????? ???????. ?????? ????????? ?? ?????????, ??????? ????????? ???. ?????????? ???????????: ??????????? ????-????????, ?????????? ?????? ??? ??????????, ??????? ??????? ??????? ? ????????????? ??????????... ? ????????, ??, ??? ???? ? ????????? ???????. ??????????: ???",5
2998,"??????? ??????? ??? ????? ?????????)) ???????????: ?????? ?????? ??????????, ??????? ????????, ?????? ????? ???????",5
2999,????????? ??????? ?? ?????? ??????? ???????.???????? ??????? ??? ??????????!,5
3000,"?????? ??????? ???????. ???????????: ???????, 2 ?????. ??????????: ???",5
3001,??????? ???????? ???????????: ??????? ??????? ??????????: ??????? ?????? ???????? (???? ?????????? ?? ??????? ??????? ?? ?????? ??????? series 30),5
3002,"???????? ???????!?? ?????? ,??? ?? ? ???? ?????? ??????? ? ??? ??????? ?? ????! ???????????: ????,???????! ??????????: ?????? ????? ?? ??????????!",5
3003,"??????? ???? ???????????. ??????? ???????? ????, ????? ?????? ?? ?? ??????? ?????????, ?? ????? ???????. ???????????: ??? ??????? ??????????: ??????? ?????????????? ??????. ?????.",5
3004,"???????, ???????, ?????????????? ???????",5
3005,"????????? ???????, ??????? ?? ?????. ???????????: ????????, ?????????????, microusb ? ???????? ???????, ??? ???-????? ? ???????. ??????????: ??????? ???????.",5
3006,?????????? https://youtu.be/tjnpml7owoo,5
3007,????? ?????????? https://youtu.be/tjnpml7owoo,5
3008,??????? ???????. ???????????: ???? ??????????: ???? ??? ?? ??????? (2 ?????? ??? ?????),5
3009,"???????, ???????????? ??????. made in vietnam",5
3010,??????? ?????!!!,5
3011,"??????? ?????? ?????!!! ?? ?????? ?? ?? ???, ????? ??? ? ??? ???????, ????? ??????, - ????? ? ??????- ???? ???????? ????? ????????, ???????? ????????, - ????? 105 ???? ??? - ???????? ? ???? ? ?????? 2016 ?? ??? ????, - ??? ??????????!!! ??????? ?????? ????????? ????, ????? ???????? ? ????? ????, ????, ?????!!! ???? ???????, ??????, ? ??? ? ???????????! ? ??? ?? ?????? ?? ?? ??? ?? ?????, ????????....???????? ?????????? - ????? ???, ?????????????? ??????????? ??? ????? ?????, ? ???? ?? ?????, - ???? ??? ??? ??????? - ??????? ?????!!! ??? ??? ???????, - ???? ?????, ???????, - ??? ???? ???? ??? ????? ?? ??? ???????????! ??????, - ??????? ???????? - ???? ??? ????????? - ?????/?? ?????, - ?????? - ?? ????????? ?? ?? ????? ??????????: ???",5
3012,"????? ?????????? ??? ??????? ??? ??????????. ??? ???? ????? ??????? ????? ?????????. ????? ???? ?? ???????? ???????? ????????? ?????? ? ?????? ? ??????????, ?? ?????? ?????????, ??????? ??? ???????????? ??????. ???????????: ???????, ???????, ??????? ??????????: ?? ??????",5
3013,???????? ??????? ??? ??????? ? ????? ???????????: ???????? ??????????? ???? ? ???????? ??????????: ?? ????????,5
3014,"??? ?????? ??????? ? ?????? ????????, ??? ??????? ??????, ??? ??? ??????? ????????, ??? ???????, ????? ?????? ??????, ??????? ?????? ???)??????? ??? ?????? ??????? ???????, ??????? ? ?????????????, ? ?????? ????? ? ????, ?????? ??????????? ? ????????? , ????? 2 ??? ??? ??????, ??? ????? ???? ??????? ????. p.s. ??????? ???????????? ????? ??? ?????????? ?????????? ???????????: - ????? ? ??????????? - ????????? ???? ??????? - ??????? ??????????? (?? 4-5 ???? )- ??????????? ? ???????? ?????????? - ??????? ????? ??? ??????? ??????????: - ?????? ?????? ??????? ?? ??????? ???????, ????? ?????????? - ????? ????? ???? ??????? ??????",5
3015,"? ????? ?????????? ???????? ???????, ?????? ??????? ?? ????????? ? ?????????? ???????. ????? ??????? ????????? ??????? ????? ? ?????? ??????? ????? ????????, ?? ? ? ????????? ??? ??????????. ??? 20 ??? ??????? ? ???? ?????? ??????? ?? ??????. ??? ????? ??????? 2 ??????? ???????. ?? ????? ??? ????????? ???-?? ????? ????? ?? ?????? ??????. ?? ? ? ????? ???? ??? ????????? ???????, ?????? ??????. ??????? ??? ???????? ??? ????????? ??????? ???? ???? ?? ????? ????? ??. ??? ?????? - ??? ????? ??????? ?? ???? ??? - ???-???? ?????? ???????, ?? ? ????????? ???? ??????? - ?????? ????????. ??????? ??????? ??????????? ??? ??????????? ?? usb ?? pc suite ??? ?? ????????. ???????????: ??????, ?????????? ????? ?????? ??????????: ????????? ????? - ??????? ???????, ????????, ????? ???? ????????? ?? ????? ??? ????????? ??????",4
3016,"? ????? ????????? ??????? ???????????: ??????? ??????? 1 ??? ? ??????, ????????? ?????? ???? ??????????: ????? ?????? ????????? ????????, ?????? ?????????? ?????????",4
3017,"? ????????? ????? ??? ?????. ?????, ???????, ??????? ???????? ? ???? ???????????? ??????. ???????????: ??? ??????????? ???-?????, ????? ??????, ??????????. ??????????: ??? ??????? ??????? ?????, ?????? ???????.",4
3018,??????? ???????! ???????????: ???????! ??????????: ????? ?????? ??????!,4
